image_id,x,y,width,height,english_text,hindi_text,bengali_text,malayalam_text,odia_text
2417557,47,430,436,62,lighted signs for different forms of public transportation,सार्वजनिक परिवहन के विभिन्न रूपों के लिए रोशन संकेत,জনসাধারণের যাতায়াত বিভিন্ন ধরণের জন্য আলোকিত লক্ষণ,വിവിധ തരത്തിലുള്ള പൊതുഗതാഗതത്തിനായി പ്രകാശമുള്ള അടയാളങ്ങൾ,ବିଭିନ୍ନ ପ୍ରକାରର ଜନସାଧାରଣ ପରିବହନ ପାଇଁ ଆଲୋକିତ ଚିହ୍ନ |
4714,92,58,59,32,three windows on the second floor,दूसरी मंजिल पर तीन खिड़कियां,দ্বিতীয় তলায় তিনটি জানালা,രണ്ടാം നിലയിലെ മൂന്ന് വിൻഡോകൾ,ଦ୍ୱିତୀୟ ମହଲାରେ ତିନୋଟି ୱିଣ୍ଡୋ |
498061,68,341,334,160,a dark blue sedan moving fast,एक गहरा नीला सेडान तेजी से बढ़ रहा है,গাঢ় নীল রঙের সেডান দ্রুত গতিতে চলছে,ഇരുണ്ട നീല സെഡാൻ വേഗത്തിൽ നീങ്ങുന്നു,ଏକ ଗାଢ ନୀଳ ସେଡାନ୍ ଦ୍ରୁତ ଗତିରେ ଗତି କରୁଛି |
2369128,297,96,88,200,zebras stand close together to watch for predators,ज़ेबरा शिकारियों को देखने के लिए एक साथ खड़े होते हैं,শিকারীরা দেখার জন্য জেব্রা একসাথে দাঁড়িয়ে আছে,വേട്ടക്കാരെ നിരീക്ഷിക്കാൻ സീബ്രകൾ ഒരുമിച്ച് നിൽക്കുന്നു,ଜେବ୍ରାମାନେ ଶିକାରକାରୀମାନଙ୍କୁ ଦେଖିବା ପାଇଁ ଏକତ୍ର ଛିଡା ହୁଅନ୍ତି |
2353464,0,172,314,158,Gated street fair,गेटेड स्ट्रीट फेयर,গেটেড স্ট্রিট মেলা,ഗേറ്റ് ഉള്ള തെരുവ് മേള,ଗେଟ୍ ଗଳି ମେଳା |
2368264,7,106,237,164,surfboard forms a splash of water,सर्फ़बोर्ड पानी के छींटे बनाता है,সার্ফবোর্ড জল স্প্ল্যাশ গঠন,സർഫ്ബോർഡ് വെള്ളം തെറിപ്പിക്കുന്നു,ସର୍ଫବୋର୍ଡ ଜଳର ସ୍ପ୍ଲାସ୍ ସୃଷ୍ଟି କରେ |
2393665,157,169,50,22,paper triangle stand,कागज़ी त्रिकोण स्टैंड,কাগজের ত্রিভুজ স্ট্যান্ড,ത്രികോണ പേപ്പർ നില,କାଗଜ ତ୍ରିରଙ୍ଗା ଷ୍ଟାଣ୍ଡ |
2403974,322,300,175,70,a time and date stamp,एक समय और तारीख क़ी मोहर,একটি সময় এবং তারিখ স্ট্যাম্প,"ഒരു സമയ, തീയതി സ്റ്റാമ്പ്",ଏକ ସମୟ ଏବଂ ତାରିଖ ଷ୍ଟାମ୍ପ୍ |
713660,105,55,48,62,english letter is white,अंग्रेजी अक्षर सफेद है,ইংরেজি বর্ণ সাদা,ഇംഗ്ലീഷ് അക്ഷരം വെളുത്തതാണ്,ଇଂରାଜୀ ଅକ୍ଷର ଧଳା |
2406443,166,288,113,62,Brown box is on the tennis court,भूरा बॉक्स टेनिस कोर्ट पर है,ব্রাউন বক্স টেনিস কোর্টে রয়েছে,ബ്രൗൺ ബോക്സ് ടെന്നീസ് കോർട്ടിലാണ്,ବ୍ରାଉନ୍ ବକ୍ସ ଟେନିସ୍ କୋର୍ଟରେ ଅଛି |
2365476,126,58,45,8,a cross is on the tower,मीनार पर एक क्रॉस है,একটি ক্রুশ টাওয়ারের উপরে রয়েছে,ഗോപുരത്തിൽ ഒരു കുരിശുണ്ട്,ଦୁର୍ଗ ଉପରେ ଏକ କ୍ରୁଶ ଅଛି |
2329276,70,90,240,139,players in dirt circle,मिट्टी के वृत्त में खिलाड़ी,ময়লা বৃত্তের খেলোয়াড়,അഴുക്ക് സർക്കിളിലെ കളിക്കാർ,ମଇଳା ସର୍କଲରେ ଖେଳାଳୀ |
245,0,406,67,47,beige stair way going to second level,बेज सीढ़ी दूसरे स्तर तक़ जा रही है,বেইজ সিঁড়ি উপায় দ্বিতীয় স্তরে যাচ্ছে,ബീജ് സ്റ്റെയർ വേ രണ്ടാം ലെവലിലേക്ക് പോകുന്നു,ଦ୍ୱିତୀୟ ସ୍ତରକୁ ଯାଉଥିବା ବେଜ୍ ସିଡ଼ି ଉପାୟ |
2400274,308,26,148,347,grey concrete cross by the building,इमारत के बगल में ग्रे कांक्रीट क्रॉस,বিল্ডিং দ্বারা ধূসর কংক্রিট ক্রস,കെട്ടിടത്തിൽ ചാരനിറത്തിലുള്ള കോൺക്രീറ്റ് ക്രോസ്,ବିଲଡିଂ ଦ୍ୱାରା ଧୂସର କଂକ୍ରିଟ୍ କ୍ରସ୍ |
2333602,18,280,120,47,block for bench feet,बेंच के पैरों के लिए ब्लॉक,বেঞ্চ ফুট জন্য ব্লক,ബെഞ്ച് ഫീറ്റിനായുള്ള ബ്ലോക്കുകൾ,ବେଞ୍ଚ ପାଦ ପାଇଁ ଅବରୋଧ କରନ୍ତୁ |
2376237,16,56,47,172,location characters are white,स्थान वर्ण सफेद हैं,অবস্থানের অক্ষরগুলি সাদা,ലൊക്കേഷൻ പ്രതീകങ്ങൾ വെളുത്തതാണ്,ଅବସ୍ଥାନ ବର୍ଣ୍ଣଗୁଡିକ ଧଳା |
2322499,5,90,494,408,Brown plastic fast food table,ब्राउन प्लास्टिक फास्ट फूड टेबल,ব্রাউন প্লাস্টিকের ফাস্ট ফুড টেবিল,തവിട്ട് പ്ലാസ്റ്റിക് ഫാസ്റ്റ് ഫുഡ് ടേബിൾ,ବ୍ରାଉନ୍ ପ୍ଲାଷ୍ଟିକ୍ ଫାଷ୍ଟଫୁଡ୍ ଟେବୁଲ୍ |
2386860,36,70,87,130,The TV and stand in the living room,लिविंग रूम में टीवी और स्टैड,বসার ঘরে টিভি এবং স্ট্যান্ড,ടിവിയും സ്റ്റാൻഡും സ്വീകരണമുറിയിൽ നിൽക്കുന്നു,ଟିଭି ଏବଂ ଲିଭିଙ୍ଗ୍ ରୁମରେ ଛିଡା ହୁଅ |
2337100,95,170,279,328,brown wooden stairs leading to second floor,दूसरी मंजिल तक जाने वाली भूरे रंग की लकड़ी की सीढ़ियाँ,বাদামি কাঠের সিঁড়ি দিয়ে দোতলা যাওয়া যায়,രണ്ടാം നിലയിലേക്ക് നയിക്കുന്ന തവിട്ട് തടി പടികൾ,ଦ୍ୱିତୀୟ ମହଲାକୁ ଯାଉଥିବା ବାଦାମୀ କାଠ ପାହାଚ |
2353204,46,353,320,20,very fine fabric and material,बहु उत्तम कपड़े और सामग्री,খুব সূক্ষ্ম বুনন এবং কাপড়,വളരെ മികച്ച തുണിത്തരങ്ങളും മെറ്റീരിയലും,ବହୁତ ସୂକ୍ଷ୍ମ କପଡା ଏବଂ ସାମଗ୍ରୀ |
2400482,408,58,60,63,do not block intersection sign is above the right lane must turn right sign,चौराहे को ब्लॉक न करें सन्केत के ऊपर दाईं लेन को दाहिनी ओर मुड़ना चाहिए सन्केत है,ছেদটি অবরোধ করবেন না সাইনটি ডান দিকেই যান সাইন এর উপরে আছে,കവല ചിഹ്നം വലത് പാതയ്ക്ക് മുകളിലായി തടയരുത് വലത് ചിഹ്നം തിരിക്കണം,ଛକ ଚିହ୍ନକୁ ଅବରୋଧ କରନ୍ତୁ ନାହିଁ ଡାହାଣ ଗାଡ଼ି ଉପରେ ଡାହାଣ ଚିହ୍ନକୁ ବୁଲାଇବା ଜରୁରୀ |
2361390,0,102,435,103,The motorcycles are going fast,मोटरसाइकिलें तेजी से जा रही हैं,মোটর সাইকেলগুলো দ্রুত চলছে,മോട്ടോർ സൈക്കിളുകൾ അതിവേഗം പോകുന്നു,ମୋଟରସାଇକେଲ ଦ୍ରୁତ ଗତିରେ ଯାଉଛି |
2393790,0,2,328,274,a fence behind the players,खिलाड़ियों के पीछे एक बाड़,খেলোয়াড়দের পিছনে একটি বেড়া,കളിക്കാർക്ക് പിന്നിൽ ഒരു വേലി,ଖେଳାଳୀଙ୍କ ପଛରେ ଏକ ବାଡ଼ |
2321727,401,329,94,30,the date on the photo,तस्वीर पर तारीख,ফটোর উপরে তারিখ,ഫോട്ടോയുടെ ഉള്ളിലെ തീയതി,ଫଟୋରେ ତାରିଖ |
2377265,3,139,177,128,the penalty box is white lined,सफेद लाइन से सीमांकित जुर्माना बॉक्स,পেনাল্টি বক্সটি সাদা রেখা দ্বারা চিহ্নিত,പെനാൽറ്റി ബോക്സ് വെളുത്ത വരയാണ്,ପେନାଲ୍ଟି ବାକ୍ସ ଧଳା ଧାଡିରେ ଅଛି |
1592386,232,375,172,133,the green sign with red and yellow characters,लाल और पीले वर्णों के साथ हरे रंग का चिह्न,সবুজ সাইন এর মধ্যে লাল এবং হলুদ হরফ,"പച്ച ചിഹ്നത്തോടൊപ്പം ചുവപ്പ്, മഞ്ഞ പ്രതീകങ്ങൾ",ନାଲି ଏବଂ ହଳଦିଆ ଅକ୍ଷର ସହିତ ସବୁଜ ଚିହ୍ନ |
2410836,434,43,59,281,A red metal frame forms the half pipe,आधा पाइप बनाता हुआ एक लाल धातु का फ्रेम,একটি লাল ধাতব ফ্রেম দিয়ে অর্ধেক পাইপ টি তৈরী,ഒരു ചുവന്ന മെറ്റൽ ഫ്രെയിം പകുതി പൈപ്പ് ഉണ്ടാക്കുന്നു,ଏକ ଲାଲ୍ ଧାତୁ ଫ୍ରେମ୍ ଅଧା ପାଇପ୍ ଗଠନ କରେ |
2367452,44,373,297,126,shadows of players on court,कोर्ट पर खिलाड़ियों की छाया,কোর্টে খেলোয়াড়দের ছায়া,കോർട്ടിലെ കളിക്കാരുടെ നിഴലുകൾ,କୋର୍ଟରେ ଖେଳାଳୀଙ୍କ ଛାୟା |
2328476,220,253,91,52,a red tennis shoe on players foot,खिलाड़ी के पैर में लाल टेनिस का जूता,খেলোয়াড় এর পায়ে একটি লাল টেনিস জুতো,കളിക്കാരുടെ കാലിൽ ചുവന്ന ടെന്നീസ് ഷൂ,ଖେଳାଳୀଙ୍କ ପାଦରେ ଏକ ଲାଲ ଟେନିସ୍ ଜୋତା |
2406960,98,388,82,65,clock face on wall date,तारीखी दीवार पर घड़ी का चेहरा,দেয়াল এর ঘড়িতে তারিখ,മതിൽ തീയതിയിലെ ക്ലോക്ക് മുഖം,କାନ୍ଥ ତାରିଖରେ ଘଣ୍ଟା ମୁହଁ |
2398517,450,180,35,47,a group of people watching the baseball players,बेसबॉल खिलाड़ियों को देखने वाले लोगों का एक समूह,বেসবল খেলোয়াড়দের দেখছেন একদল লোক,ഒരു കൂട്ടം ആളുകൾ ബേസ്ബോൾ കളിക്കാരെ കാണുന്നു,ବେସବଲ୍ ଖେଳାଳୀଙ୍କୁ ଦେଖୁଥିବା ଏକ ଗୋଷ୍ଠୀ |
